Cikkszám,asd,Termék Név,Rövid Leírás,Tulajdonságok,Paraméter: Kategória||text,Paraméter: Márka||text,Paraméter: Fit||text,Paraméter: Méretek||textmore,Paraméter: Válasszon méretet||text,Paraméter: Szín||text,Paraméter: Nem||text,Paraméter: Anyag||text,Paraméter: EAN||text,Paraméter: VTSZ||text,Paraméter: Méret||text,Paraméter: Típus||text,Paraméter: Rugalmasság||text,Paraméter: Controller||text,Paraméter: Vízállóság||text,Paraméter: Íz||text
BL10480_45,1,hugo boss nevvato male split leather casual ankle boots,Cikkszám: BL10480,"Composition: sole rubber, upper calfskin",casual shoes,HUGO BOSS,,45,45,BROWN,Men,,,,45,,,,,
BL10516_XL,1,ralph lauren hooded men's sweater,Cikkszám: BL10516,Composition: 100% cotton,sweatshirt pullover,RALPH LAUREN,,XL,XL,RED,Men,,,,XL,,,,,
BL10597_40,1,sparco lemans nero men's cloak shoes,Cikkszám: BL10597,Composition: 100% skin,casual shoes,SPARCO,,40,40,BLACK,UNISEX,,,,40,,,,,
BL10604,1,hummel omnicourt z8 flexshield men's sports shoes,Cikkszám: BL10604,"hummel omnicourt z8 flexshield men's sport shoes white, material on pearl towel and special rubber, in white color, sole rubber.",urban footwear,HUMMEL,,46,46,White,Men,,,,46,,,,,
BL10612_34,1,sisley female fishing pants,Cikkszám: BL10612,Composition: 100% cotton,pants,SISLEY,,34,34,GREEN,Women,,,,34,,,,,
BL10615_30-34,1,gant female chino lace trousers,Cikkszám: BL10615,Composition: 100% cotton,pants,GANT,,30/34,30/34,BEIGE,Women,,,,30/34,,,,,
BL10626_S,1,benetton female yellow floral pattern skirt,Cikkszám: BL10626,Composition: 100% cotton,skirt,UNITED COLORS OF BENETTON,,S,S,YELLOW,Women,,,,S,,,,,
BL10638_XS,1,Benetton Women's Slim Short Sleeve Cotton,Cikkszám: BL10638,Composition: 100% cotton,"shirt, blouse",UNITED COLORS OF BENETTON,,XS,XS,KHAKI,Women,,,,XS,,,,,
BL10649_L,1,"mexx spaghetti strap for women, casual top",Cikkszám: BL10649_L,"mexx spaghetti strap casual female top, pink, size: xs, composition: 100% cotton",top,MEXX,,L,L,PINK,Women,,,,L,,,,,
BL10649_XS,1,"mexx spaghetti strap for women, casual top",Cikkszám: BL10649_XS,"mexx spaghetti strap casual female top, pink, size: xs, composition: 100% cotton",top,MEXX,,XS,XS,PINK,Women,,,,XS,,,,,
BL10649a,3,"mexx spaghetti strap for women, casual top",Cikkszám: BL10649a,"mexx spaghetti strap casual female top, pink, size: xs, composition: 100% cotton",top,MEXX,,,,PINK,Women,,,,,,,,,
BL10659_S,1,benetton sleeveless female underwear,Cikkszám: BL10659,Composition: 100% cotton,"shirt, blouse",UNITED COLORS OF BENETTON,,S,S,GREEN,Women,,,,S,,,,,
BL10662_L,1,ralph lauren men's tights,Cikkszám: BL10662,Composition: 100% wool,pants,RALPH LAUREN,,L,L,BLACK,Men,,,,L,,,,,
BL10667_XXL,1,ralph lauren men's tights,Cikkszám: BL10667,Composition: 100% wool,pants,RALPH LAUREN,,XXL,XXL,BLUE,Men,,,,XXL,,,,,
BL10668_32-30,1,ralph lauren men's corduroy pants,Cikkszám: BL10668,"Composition: 80% wool, 20% silk",pants,RALPH LAUREN,,32/30,32/30,BLUE,Men,,,,32/30,,,,,
BL10669_33-30,1,ralph lauren unmade classic men's corduroy pants,Cikkszám: BL10669,"Composition: 80% wool, 20% silk",pants,RALPH LAUREN,,33/30,33/30,BROWN,Men,,,,33/30,,,,,
BL10670_33-32,1,ralph lauren unmade classic men's corduroy pants,Cikkszám: BL10670,"Composition: 80% wool, 20% silk",pants,RALPH LAUREN,,33/32,33/32,BLACK,Men,,,,33/32,,,,,
BL10672_34-32,1,ralph lauren men's pants,Cikkszám: BL10672,Composition: 100% cotton,pants,RALPH LAUREN,,34/32,34/32,BLUE,Men,,,,34/32,,,,,
BL10672_40-30,1,ralph lauren men's pants,Cikkszám: BL10672,Composition: 100% cotton,pants,RALPH LAUREN,,40/30,40/30,BLUE,Men,,,,40/30,,,,,
BL10672a,3,ralph lauren men's pants,Cikkszám: BL10672,Composition: 100% cotton,pants,RALPH LAUREN,,40/30,40/30,BLUE,Men,,,,40/30,,,,,
BL10680_32-32,1,ralph lauren men's straight jeans,Cikkszám: BL10680,Composition: 100% cotton,pants,RALPH LAUREN,,32/32,32/32,BLACK,Men,,,,32/32,,,,,
BL10680_42-30,1,ralph lauren men's straight jeans,Cikkszám: BL10680,Composition: 100% cotton,pants,RALPH LAUREN,,42/30,42/30,BLACK,Men,,,,42/30,,,,,
BL10680a,3,ralph lauren men's straight jeans,Cikkszám: BL10680,Composition: 100% cotton,pants,RALPH LAUREN,,42/30,42/30,BLACK,Men,,,,42/30,,,,,
BL10685_36,1,ralph lauren body jeans with short jeans,Cikkszám: BL10685,Composition: 100% cotton,short,RALPH LAUREN,,36,36,BLUE,Women,,,,36,,,,,
BL10689_33-30,1,ralph lauren unmade classic men's corduroy pants,Cikkszám: BL10689,"Composition: 80% wool, 20% silk",pants,RALPH LAUREN,,33/30,33/30,GREEN,Men,,,,33/30,,,,,
BL10689_40-30,1,ralph lauren unmade classic men's corduroy pants,Cikkszám: BL10689,"Composition: 80% wool, 20% silk",pants,RALPH LAUREN,,40/30,40/30,GREEN,Men,,,,40/30,,,,,
BL10689a,3,ralph lauren unmade classic men's corduroy pants,Cikkszám: BL10689,"Composition: 80% wool, 20% silk",pants,RALPH LAUREN,,33/30,33/30,GREEN,Men,,,,33/30,,,,,
BL10693_30,1,ralph lauren men's chino shorts,Cikkszám: BL10693,Composition: 100% cotton,short,RALPH LAUREN,,30,30,WHITE,Men,,,,30,,,,,
BL10699_S,1,ralph lauren female cockpit,Cikkszám: BL10699,Composition: 100% polyester,"jacket, jacket",RALPH LAUREN,,S,S,GREEN,Women,,,,S,,,,,
BL10797,1,CARTER'S baby cap,Cikkszám: BL10797,Composition: 100% cotton,"HANDS, SHOOTERS",CARTER'S,,6 month,,WHITE,GIRL,,,,,,,,,
BL10815_28,1,manila grace female layered chubby chino pants,Cikkszám: BL10815,Composition: 100% cotton <br /> Italian scaling,pants,MANILA GRACE,,28,28,BROWN,Women,,,,28,,,,,
BL10815_36,1,manila grace female layered chubby chino pants,Cikkszám: BL10815,Composition: 100% cotton <br /> Italian scaling,pants,MANILA GRACE,,36,36,BROWN,Women,,,,36,,,,,
BL10815a,3,manila grace female layered chubby chino pants,Cikkszám: BL10815,Composition: 100% cotton <br /> Italian scaling,pants,MANILA GRACE,,28,28,BROWN,Women,,,,28,,,,,
BL10819_27,1,ego female chubby chino pants,Cikkszám: BL10819,Composition: 100% cotton <br /> Italian scaling,pants,EGO,,27,27,CREAM,Women,,,,27,,,,,
BL10852_28,1,Ladybird Lady Exclusive Bright Laced Spring Pants,Cikkszám: BL10852,Composition: 100% cotton <br /> Italian scaling,pants,LATRAMODA,,28,28,CHAMPAGNE,Women,,,,28,,,,,
BL10852_31,1,Ladybird Lady Exclusive Bright Laced Spring Pants,Cikkszám: BL10852,Composition: 100% cotton <br /> Italian scaling,pants,LATRAMODA,,31,31,CHAMPAGNE,Women,,,,31,,,,,
BL10852a,3,Ladybird Lady Exclusive Bright Laced Spring Pants,Cikkszám: BL10852,Composition: 100% cotton <br /> Italian scaling,pants,LATRAMODA,,28,28,CHAMPAGNE,Women,,,,28,,,,,
BL10853_M,1,deha female stretch dry fit sport top,Cikkszám: BL10853,Composition: 100% polyamide <br /> Italian scaling,top,DEHA,,M,M,BROWN,Women,,,,M,,,,,
BL10859_M,1,"risskio italy female stacked, chubby chino pants",Cikkszám: BL10859,Composition: 100% cotton <br /> Italian scaling,pants,RISSKIO ITALY,,M,M,GREEN,Women,,,,M,,,,,
BL10861_33,1,clarin shavien female chamois spring chino pants with rhinestone inserts,Cikkszám: BL10861,Composition: 100% cotton <br /> Italian scaling,pants,CLARIN SHAVIEN,,33,33,GREEN,Women,,,,33,,,,,
BL10882_S,1,deha female summer golden spaghetti spaghetti top,Cikkszám: BL10882,Composition: 100% cotton <br /> Italian scaling,top,DEHA,,S,S,GOLD,Women,,,,S,,,,,
BL10898_L,1,manila grace Women's Long Sleeve 100% Leather Corset Cardigan,Cikkszám: BL10898,Composition: 100% cotton <br /> Italian scaling,"cardigan, vest",MANILA GRACE,,L,L,BLUE,Women,,,,L,,,,,
BL10899_38,1,"fairly female summer short, buttoned spaghetti strap, stacked top",Cikkszám: BL10899,Composition: 100% cotton <br /> Italian scaling,top,FAIRLY,,38,38,PINK,Women,,,,38,,,,,
BL10905_S,1,deha female summer casual spaghetti dress,Cikkszám: BL10905,Composition: 100% cotton <br /> Italian scaling,dress,DEHA,,S,S,ORANGE,Women,,,,S,,,,,
BL10907_38,1,Fairly Women's Summer Fringed Casual Cocktail Dress,Cikkszám: BL10907,Composition: 100% silk <br /> Italian scaling,dress,FAIRLY,,38,38,BLACK,Women,,,,38,,,,,
BL10914_S,1,deha female summer casual spaghetti dress with sequin decoration,Cikkszám: BL10914,Composition: 100% cotton <br /> Italian scaling,dress,DEHA,,S,S,WHITE,Women,,,,S,,,,,
BL10924_M,1,Fairly Women's Summer Round Neck Long Sleeve Top Rhinestone Decoration,Cikkszám: BL10924,Composition: 100% cotton <br /> Italian scaling,sweatshirt pullover,FAIRLY,,M,M,YELLOW,Women,,,,M,,,,,
BL10950_38,1,Perle Noir Women's Flat Heel Summer Casual Shoes With Gold Bowl Decoration,Cikkszám: BL10950,"Composition: 100% leather, leather sole <br /> Italian scaling",casual shoes,PERLE NOIR,,38,38,BEIGE,Women,,,,38,,,,,
BL10950_39,1,Perle Noir Women's Flat Heel Summer Casual Shoes With Gold Bowl Decoration,Cikkszám: BL10950,"Composition: 100% leather, leather sole <br /> Italian scaling",casual shoes,PERLE NOIR,,39,39,BEIGE,Women,,,,39,,,,,
BL10950a,3,Perle Noir Women's Flat Heel Summer Casual Shoes With Gold Bowl Decoration,Cikkszám: BL10950,"Composition: 100% leather, leather sole <br /> Italian scaling",casual shoes,PERLE NOIR,,38,38,BEIGE,Women,,,,38,,,,,
BL11032,1,HUGO BOSS RED BALKIN Men's Exclusive Sports Jacket Leather Case for Spring,Cikkszám: BL11032,Material: 100% cotton,JACKET,HUGO BOSS,,M,M,black,men,,,,,,,,,
BL11034,1,HUGO BOSS RED BURAN Men's Exclusive Hatz Sports Jacket Spring,Cikkszám: BL11034,Material: 100% cotton,JACKET,HUGO BOSS,,M,M,GRAY,men,,,,,,,,,
BL11387_M,1,tommy hilfiger female sweater summer sweater,Cikkszám: BL11387,tommy hilfiger women's summer white chunky cut neckline slim sweater,0,TOMMY HILFIGER,,M,M,PINK,Women,100% cotton,,,M,,,,,
BL11388_M,1,tommy hilfiger female sweater summer sweater,Cikkszám: BL11388,tommy hilfiger female summer blue slit cut neckline slim sweater,0,TOMMY HILFIGER,,M,M,RED,Women,100% cotton,,,M,,,,,
BL11388_XS,1,tommy hilfiger female sweater summer sweater,Cikkszám: BL11388,tommy hilfiger female summer blue slit cut neckline slim sweater,0,TOMMY HILFIGER,,XS,XS,RED,Women,100% cotton,,,XS,,,,,
BL11388a,3,tommy hilfiger female sweater summer sweater,Cikkszám: BL11388,tommy hilfiger female summer blue slit cut neckline slim sweater,0,TOMMY HILFIGER,,XS,XS,RED,Women,100% cotton,,,XS,,,,,
BL11390_L,1,tommy hilfiger female chic summer piquet polo,Cikkszám: BL11390,tommy hilfiger female summer short sleeve piquet polo,0,TOMMY HILFIGER,,L,L,PINK,Women,100% cotton,,,L,,,,,
BL11390_M,1,tommy hilfiger female chic summer piquet polo,Cikkszám: BL11390,tommy hilfiger female summer short sleeve piquet polo,0,TOMMY HILFIGER,,M,M,PINK,Women,100% cotton,,,M,,,,,
BL11390a,3,tommy hilfiger female chic summer piquet polo,Cikkszám: BL11390,tommy hilfiger female summer short sleeve piquet polo,0,TOMMY HILFIGER,,L,L,PINK,Women,100% cotton,,,L,,,,,
BL11392a,3,tommy hilfiger female suede summer piquet polo,Cikkszám: BL11392a,tommy hilfiger female suede summer piquet polo,short sleeve top,TOMMY HILFIGER ,,,,Blue,Women,,,,,,,,,
BL11393_S,1,tommy hilfiger female summer piquet polo,Cikkszám: BL11393_S,tommy hilfiger female summer piquet polo,short sleeve top,TOMMY HILFIGER ,,S,S,Red,Women,,,,S,,,,,
BL11393a,3,tommy hilfiger female summer piquet polo,Cikkszám: BL11393a,tommy hilfiger female summer piquet polo,short sleeve top,TOMMY HILFIGER ,,,,Red,Women,,,,,,,,,
BL11395_L,1,tommy hilfiger womens summer lace chic sweater,Cikkszám: BL11395,tommy hilfiger women's round neck long-sleeved summer sweater with back cushion,0,TOMMY HILFIGER,,L,L,LIGHT BLUE,Women,100% cotton,,,L,,,,,
BL11395_M,1,tommy hilfiger womens summer lace chic sweater,Cikkszám: BL11395,tommy hilfiger women's round neck long-sleeved summer sweater with back cushion,0,TOMMY HILFIGER,,M,M,LIGHT BLUE,Women,100% cotton,,,M,,,,,
BL11395a,3,tommy hilfiger womens summer lace chic sweater,Cikkszám: BL11395,tommy hilfiger women's round neck long-sleeved summer sweater with back cushion,0,TOMMY HILFIGER,,M,M,LIGHT BLUE,Women,100% cotton,,,M,,,,,
BL11396,1,TOMMY HILFIGER AGATHA CHIFFON women's summer maxi dress,Cikkszám: BL11396,TOMMY HILFIGER AGATHA CHIFFON maxi summer dress with light blue chiffon trim,,TOMMY HILFIGER,,6,,WHITE,women,100% cotton,,,,,,,,
BL11404_L,1,paul & shark men's sweater,Cikkszám: BL11404,paul & shark male long-sleeved backpack with round neck sweater,0,PAUL & SHARK,,L,L,BLUE SKY,Men,100% cotton,,,L,,,,,
BL11404a,3,paul & shark men's sweater,Cikkszám: BL11404,paul & shark male long-sleeved backpack with round neck sweater,0,PAUL & SHARK,,L,L,BLUE SKY,Men,100% cotton,,,L,,,,,
BL11406,1,ADIDAS men's running t-shirt,Cikkszám: BL11406,ADIDAS Men's Climatic T-Shirt,,ADIDAS,,M,,GREEN,men,100% cotton,,,,,,,,
BL11412a,3,tommy hilfiger men's round t-shirt,Cikkszám: BL11412a,tommy hilfiger men's round t-shirt,short sleeve top,TOMMY HILFIGER ,,,,Blue,Men,,,,,,,,,
BL11419,1,tommy hilfiger skinny sophie female worn stretch jeans,Cikkszám: BL11419,tommy hilfiger skinny sophie female worn stretch jeans,pants,TOMMY HILFIGER ,,30/32,30/32,Blue,Women,,,,30/32,,,,,
BL11423,1,TOMMY HILFIGER ROME RW CHRISSY female indigo socket,Cikkszám: BL11423,TOMMY HILFIGER ROME RW CHRISSY female indigo socket,,TOMMY HILFIGER,,27/32,,BLUE,women,100% cotton,,,,,,,,
BL11426,1,tommy hilfiger women's spiral knit sweater,Cikkszám: BL11426,tommy hilfiger women's spiral knit sweater,sweatshirt pullover,TOMMY HILFIGER ,,L,L,White,Women,,,,L,,,,,
BL11430_30-32,1,tommy hilfiger denton men's chino pants,Cikkszám: BL11430,tommy hilfiger denton men's chino trousers,0,TOMMY HILFIGER,,30/32,30/32,BEIGE,Men,100% cotton,,,30/32,,,,,
BL11430_31-32,1,tommy hilfiger denton men's chino pants,Cikkszám: BL11430,tommy hilfiger denton men's chino trousers,0,TOMMY HILFIGER,,31/32,31/32,BEIGE,Men,100% cotton,,,31/32,,,,,
BL11430_32-32,1,tommy hilfiger denton men's chino pants,Cikkszám: BL11430,tommy hilfiger denton men's chino trousers,0,TOMMY HILFIGER,,32/32,32/32,BEIGE,Men,100% cotton,,,32/32,,,,,
BL11430a,3,tommy hilfiger denton men's chino pants,Cikkszám: BL11430,tommy hilfiger denton men's chino trousers,0,TOMMY HILFIGER,,30/32,30/32,BEIGE,Men,100% cotton,,,30/32,,,,,
BL11434_M,1,tommy hilfiger carly female front pocket shirt,Cikkszám: BL11434,"tommy hilfiger carly women's round, front pocket t-shirt",0,TOMMY HILFIGER,,M,M,RED,Women,100% cotton,,,M,,,,,
BL11434_XS,1,tommy hilfiger carly female front pocket shirt,Cikkszám: BL11434,"tommy hilfiger carly women's round, front pocket t-shirt",0,TOMMY HILFIGER,,XS,XS,RED,Women,100% cotton,,,XS,,,,,
BL11434a,3,tommy hilfiger carly female front pocket shirt,Cikkszám: BL11434,"tommy hilfiger carly women's round, front pocket t-shirt",0,TOMMY HILFIGER,,XS,XS,RED,Women,100% cotton,,,XS,,,,,
BL11435,1,PAUL & SHARK Men's V Neck Sweater,Cikkszám: BL11435,PAUL & SHARK Men's V Neck Sweater,,PAUL & SHARK,,M,,orange,men,100% cotton,,,,,,,,
BL11469,1,Pierre Cardin C Print Snr 53 Pink,Cikkszám: BL11469,100% Cotton,,,,L,L,,MEN,,,,,,,,,
BL11474,1,Everlast short sleeve t-shirt,Cikkszám: BL11474,100% Cotton,,,,S,S,,MEN,,,,,,,,,
BL11479,1,Buffalo Women's Coat,Cikkszám: BL11479,100% Polyester,,,,36,36,,WOMEN,,,,,,,,,
BL11479a,3,chillytime jacket,Cikkszám: BL11479a,100% polyester,,,,,,,Women,,,,,,,,,
BL11480,1,Buffalo Women's Coat,Cikkszám: BL11480,100% Polyester,,,,34,34,,WOMEN,,,,,,,,,
BL11481,1,Chillytime Women's Coat,Cikkszám: BL11481,"<p> Length: Mini.</p><p>-Color: Black.</p><p>-dominant sample: There is no sample</p><p> Material: 95 % polyester, 5 % cotton<br /></p>",,,,38,38,,WOMEN,,,,,,,,,
BL11482,1,AJC Women's Coat,Cikkszám: BL11482,"Composition: 50 % cotton, 50 % acrylic.",,,,36/38,36/38,,WOMEN,,,,,,,,,
BL11482a,3,women's sweater,Cikkszám: BL11482a,"Composition: 50% cotton, 50% acrylic.",,,,,,,Women,,,,,,,,,
BL11483,1,AJC Women's Coat,Cikkszám: BL11483,"Composition: 50 % cotton, 50 % acrylic.",,,,40/42,40/42,,WOMEN,,,,,,,,,
BL11492,1,Hilfiger Denim Lala Women's Shirt 1657646316 100,Cikkszám: BL11492,"Round the neck<br /> Material: 80 % cotton, 20 % polyester<br />-Color: Black",,,,L,L,,MEN,,,,,,,,,
BL11492a,3,oxbow men's sweater,Cikkszám: BL11492a,"round neck.<br />Material: 80% cotton, 20% polyester -colour: Black",,,,,,,Men,,,,,,,,,
BL11493,1,Hilfiger Denim Lala Women's Shirt 1657646316 100,Cikkszám: BL11493,"Round the neck<br /> Material: 80 % cotton, 20 % polyester<br />-Color: Black",,,,XL,XL,,MEN,,,,,,,,,
BL11494,1,Hilfiger Denim Lala Women's Shirt 1657646316 100,Cikkszám: BL11494,"Round the neck<br /> Material: 80 % cotton, 20 % polyester<br /> Color: Light Gray",,,,XXL,XXL,,MEN,,,,,,,,,
BL11496,1,Oxbow Men's Sweater,Cikkszám: BL11496,-Bound material</p><p>-5 button front</p><p>-V neckline.</p><p>-100% Cotton,,,,L,L,,MEN,,,,,,,,,
BL11496a,3,holmes & co men's sweater,Cikkszám: BL11496a,knit </ p> <p> -5 button in front </ p> <p> -v neckline </ p> <p> -100% cotton,,,,,,,Men,,,,,,,,,
BL11497,1,Oxbow Men's Sweater,Cikkszám: BL11497,-Bound material</p><p>-5 button front</p><p>-V neckline.</p><p>-100% Cotton,,,,XL,XL,,MEN,,,,,,,,,
BL11499,1,Product name,Cikkszám: BL11499,"Mittens.</p><p> Material: 50 % polyester, 50 % Viscose</p><p>-soft touch",,,,M,M,,WOMEN,,,,,,,,,
BL11500,1,Pepe Jeans Pedler Women's Farmer,Cikkszám: BL11500,"</p> <p> Narrow look you want. </p> <p> round-cleavage. </p> <p> -30 degrees manual washing, colors similar washable Material: 96% cotton, 4% Elastic",,,,XS,XS,,WOMEN,,,,,,,,,
BL11501,1,Product name,Cikkszám: BL11501,"Sleeveless -Loose-style Top, ""SUPER CHIC"" -Back cut.",,,,S,S,,WOMEN,,,,,,,,,
BL11502,1,Product name,Cikkszám: BL11502,"Soft touch</p><p>-30 degrees machine washable.</p><p> Material: 70 % cotton, 30 % Nylon",,,,S,S,,WOMEN,,,,,,,,,
BL11502a,3,bershka female sleeveless,Cikkszám: BL11502a,"soft touch </ p> <p> -30 degree machine-washable </ p> <p> material: 70% cotton, 30% nylon",,,,,,,Women,,,,,,,,,
BL11503,1,Product name,Cikkszám: BL11503,"Soft touch</p><p>-30 degrees machine washable.</p><p> Material: 70 % cotton, 30 % Nylon",,,,M,M,,WOMEN,,,,,,,,,
BL11507,1,Product name,Cikkszám: BL11507,"<p>-30 degrees machine washable.</p><p> round a cleavage.</p><p> Material: 95 % cotton, 5 % Elastane</p>",,,,L,L,,WOMEN,,,,,,,,,
BL11508,1,Product name,Cikkszám: BL11508,<p> with short sleeves. </p> <p> Short busts </p> <p> Your fingertips and well in transparent steel insert </p> <p> -30 degrees machine washable. </p> <p> -100% Polyester </p>,,,,M,M,,WOMEN,,,,,,,,,
BL11511,1,Pepe Jeans Pedler Women's Farmer,Cikkszám: BL11511,<p>-adjustable strap.</p><p>-30 degrees washable</p><p> Material: 100% Cotton</p>,,,,S,S,,WOMEN,,,,,,,,,
BL11512,1,Pepe Jeans Pedler Women's Farmer,Cikkszám: BL11512,"<p> round a cleavage.</p><p>-30 degrees washable</p><p>-Front glittering ""BGIRL""</p><p> fingers of the two glittering strip</p><p> Material: carcass: 100% Polyester, Additional fabric: 100% Cotton</p>",,,,M,M,,WOMEN,,,,,,,,,
BL11514,1,Product name,Cikkszám: BL11514,"<p></p><ul><li>Front lace</li><li>Rear zip</li><li>30 degrees washable</li><li>Material: 51 % Modal, 49 % cotton</li></ul><p></p>",,,,S,S,,WOMEN,,,,,,,,,
BL11516,1,Bershka Women's Blouse,Cikkszám: BL11516,"<p></p><ul><li>30 degrees washable</li><li>Material: 96 % cotton, 4 % Elastane</li></ul><p></p>",,,,L,L,,WOMEN,,,,,,,,,
BL11519,1,Pepe Jeans Pedler Women's Farmer,Cikkszám: BL11519,"<p></p><ul><li>round a cleavage</li><li>30 degrees washable</li><li>Material: 95 % viscose, 5 % Elastane</li></ul><p></p>",,,,S,S,,WOMEN,,,,,,,,,
BL11521,1,AJC Women's Coat,Cikkszám: BL11521,"<p></p><ul><li>front to net, Transparent</li><li>Rear, thin transparent</li><li>30 degrees washable</li><li>Front approximately 64cm long</li><li>back approximately 74cm long</li><li>Material: 100 % , POLYACRYLIC AND 100% Polyester</li></ul><p></p>",,,,36/38,36/38,,WOMEN,,,,,,,,,
BL11521a,3,women's sweater,Cikkszám: BL11521a,"<p> </ p> <ul> <li> front-bound, mesh, transparent </ li> <li> back, slim, transparent </ li> <li> 30 degree wash </ li> <li> . 64cm long </ li> <li> back approx. 74cm long </ li> <li> material: 100% polyacrylic and 100% polyester </ li> </ ul> <p> </ p>",,,,,,,Women,,,,,,,,,
BL11522,1,AJC Women's Coat,Cikkszám: BL11522,"<p></p><ul><li>front to net, Transparent</li><li>Rear, thin transparent</li><li>30 degrees washable</li><li>Front approximately 64cm long</li><li>back approximately 74cm long</li><li>Material: 100 % , POLYACRYLIC AND 100% Polyester</li></ul><p></p>",,,,40/42,40/42,,WOMEN,,,,,,,,,
BL11525a,3,tommy hilfiger madison dark brown male jeans 0880925692,Cikkszám: BL11525a,madison </ li> color: dark brown </ li> high quality cotton </ li> 40 degree hand washable </ li> material: 100% cotton,,,,,,,Men,,,,,,,,,
